id,descripcion,hashtags,categoria,categoria_generadora,categoria_secundaria,es_ambiguo,tipo_post,nivel_ruido,etiqueta_ruidosa,entidades
9179,domingo raro y vueelo temprano con cafe dudoso en sevilla con pasaporte; con ganas de repetir y top 🐱,#Random #Aventura,viajes,viajes,,False,medium,alto,False,
9180,Bizarrap: cancion triste para un plan feliz y,,musica,musica,,False,short,bajo,False,Bizarrap
9181,"BMW y gps, no pido mas",#CarLife #Racing,coches,coches,,False,micro,bajo,False,BMW
9182,"despues de mil vueltas, cancion triste para un plan feliz; luego despues de una semana eterna y acabamos hablando de Anuel 🏁 jajaja",#temazo #mood,musica,musica,,False,medium,bajo,False,Anuel
9183,literal vibe de hoy: atardecer en la costa y playlist de Taylor Swift en bucle 🎮,#concierto,musica,musica,playa,True,micro,alto,False,Taylor Swift
9184,"que fantasía plan improvisado: ruta larga con el toyota supra, maleta atras y cero y bueno",#Life,coches,coches,viajes,True,short,medio,False,Toyota Supra
9185,"hoy tocaba tren a Amsterdam, auriculares puestos y playlist eterna, entre risas y cero cobertura top",,musica,musica,viajes,True,medium,bajo,False,Amsterdam
9186,"vibe de hoy: viaje corto y cena de sushi en un sitio que nadie conocia, despues de una semana eterna god ⚽!!!",,cocina,cocina,viajes,True,medium,medio,False,sushi
9187,"si esto no es felicidad entonces nada gym, playlist intensa y camiseta del betis top",#live,musica,musica,deporte,True,short,bajo,False,Betis
9188,no se como explicar esto pero sol flojo pero planazo; luego sin filtros y con prisa y acabamos hablando de Ibiza; tambien ruta pet friendly con parada para cafe full,#Verano,playa,playa,animales,True,medium,medio,False,Ibiza
9189,"directo de noche con chat imposible cerca de valencia. porque a veces sale bien sin pensarlo, xbox de fondo y que locura",,videojuegos,videojuegos,,False,medium,bajo,False,Xbox
9190,bro si esto no es no se,#viajes,viajes,viajes,,False,medium,alto,False,
9191,"restaurante pequeño encontrado de casualidad cerca de Ibiza. con ganas de repetir, ramen de fondo y me renta demasiado",#Foodie #Domingo,cocina,cocina,,False,medium,bajo,False,Ibiza | ramen
9192,Tesla: lavado rapido antes de salir y me renta JAJA,,coches,coches,,False,short,medio,False,Tesla
9193,"hoy tocaba ruta pet friendly por Londres con parada de cafe, despues de una semana eterna random pero necesario",#Gatos,viajes,viajes,animales,True,medium,bajo,False,
9194,random Minecraft: setup medio ordenado para variar y me renta demasiado; tambien cancion triste para un plan feliz,#Aesthetic #Chill #PlayStation,videojuegos,videojuegos,musica,True,short,bajo,False,PlayStation | Minecraft
9195,"paseo por la playa con el perro y media mochila llena de arena, porque a veces sale bien sin pensarlo no pido mas",#CatLife #Perros,playa,playa,animales,True,medium,bajo,False,
9196,"domingo raro y ruta larga con el BMW, maleta atras y cero ganas de llegar ns q decir JAJA jajaja",#Racing #Escapada #Top,viajes,viajes,coches,True,short,bajo,False,BMW
9197,si esto no es felicidad entonces nada Adidas; tambien festival con demasiada gente jajaja,#festival #planazo #entreno,deporte,deporte,musica,True,micro,bajo,False,Adidas
9198,"literal escapada improvisada con correa, snacks y cero organizacion literalmente obsesionado 🧳",#petfriendly,animales,animales,viajes,True,short,alto,False,
9199,"despues de mil vueltas, caminata eterna por el centro, bro esto esta increible 🎸",#Escapada,viajes,viajes,,False,short,bajo,False,
9200,"nadie me preparo para atardecer en la costa y playlist de aitana en bucle, con el movil sin bateria muy de hoy 🎧 xd",#Live#Verano#Cafe#Mar#Vibes,musica,musica,playa,True,medium,medio,False,Aitana
9201,Mercedes: gaasolina carisima pero habia ganas y top no puedo mas,#Cars,coches,coches,,False,short,medio,False,Mercedes
9202,"modo chill me desperte pensando en esto: vacaciones con musica, playa y maleta medio rota en Tarifa me renta demasiado",,playa,playa,viajes,True,short,medio,False,Tarifa
9203,me desperte pensando en esto: atardecer en la costa y playlist de Anuel en bucle god xd,#Relax #Pop,musica,musica,playa,True,micro,medio,False,Anuel
9204,vibe de hoy: tarde de playa con Quevedo sonando en un altavoz pequeño god,#spotify #festival,musica,musica,playa,True,short,medio,False,Spotify | Quevedo
9205,"me renta me desperte pensando en esto: vacaciones con musica, playa y maleta medio rota en Nueva York, con el movil sin bateria muy de hoy 🍣",#verano#aventura#random,playa,playa,viajes,True,medium,medio,False,
9206,me desperte pensando en esto: escapada express con maleta pequeña con el movil sin bateria,,viajes,viajes,,False,short,medio,False,
9207,no se como explicar esto pero paseo largo para despejar; luego despues de una semana eterna y acabamos hablando de Barça,,deporte,deporte,,False,medium,bajo,False,Barça
9208,"plan improvisado: caminata eterna por el centro. entre auriculares, mensajes sin responder y lisboa, el plan quedo raro pero muy de hoy",,viajes,viajes,,False,long,bajo,False,Lisboa
9209,hoy tocaba Ferrari,#racing,coches,coches,,False,micro,bajo,False,Ferrari
9210,foto borrosa pero momento perfecto sin filtros y con prisa,#PetFriendly,animales,animales,,False,short,bajo,False,
9211,"plan improvisado: directo que suena mejor de lo esperado. Entre guitarra, mensaajes sin responder y Rosalia, el plan quedo raro pero ns q decir JAJA",,musica,musica,,False,long,bajo,False,Rosalia
9212,"hoy tocaba caminata eterna por el centro, ns q decir jaja",#vibes #viajes,viajes,viajes,,False,short,medio,False,
9213,"vibe de hoy: despues del entreno tocaba lavar el coche. No enacja perfecto en una sola categoria, porque mezcla deporte, coches y un poco de vida real. asi si",#racing#ruta,deporte,deporte,coches,True,long,medio,False,
9214,modo chill baño rapido mientras el perro vigilaba la toalla que locura 🔥,#Domingo#Calas,playa,playa,animales,True,micro,medio,False,
9215,mision secundaria mas interesante que la principal en Ibiza con silla,,videojuegos,videojuegos,,False,short,bajo,False,Ibiza
9216,"literalmente restaurante pequeño encontrado de casualidad, muy de hoy 🎧",#receta,cocina,cocina,,False,short,bajo,False,
9217,"PlayStation aparecio en el plan: modo carrera mientras suena musica de fondo, con una playlist random de fondo, mando incluido 🎧",#gta,videojuegos,videojuegos,,False,medium,medio,False,PlayStation | GTA
9218,Fortnite: modo carrera mientras suena musica de fondo y literalmente obsesionado en bucle ⚽ xd,,videojuegos,videojuegos,,False,short,alto,False,Fortnite
9219,si esto no es felicidad entonces nada comida sencilla despues del gimnasio; luego sin filtros y con prisa y acabamos hablando de Real Madrid ☀️,#Padel,coches,deporte,,False,medium,medio,True,Real Madrid | Madrid
9220,no se como explicar esto pero parking lleno y aun asi foto en Bilbao con camara; entre risas y cero cobertura y ns q decir JAJA,#random #cars,coches,coches,,False,medium,bajo,False,
9221,,,musica,musica,videojuegos,True,medium,bajo,False,
9222,"Quevedo y playlist, que locura; tambien pachanga despues de clase en bucle",,musica,musica,deporte,True,micro,bajo,False,Quevedo
9223,"atardecer en la costa y playlist de bizarrap en bucle, con ganas de repetir literalmente obsesionado",#costa #concierto #verano,playa,playa,musica,True,medium,medio,False,Bizarrap
9224,"si esto no es felicidad entonces nada ruta hasta el estadio con camiseta del Champions y lluvia, porque a veces sale bien sin pensarlo no pido mas 🚗",,deporte,deporte,coches,True,medium,medio,False,Champions
9225,,,videojuegos,videojuegos,,False,micro,alto,False,
9226,estoy living Champions: comida sencilla despues del gimnasio y ns q decir JAJA,,deporte,deporte,,False,short,bajo,False,Champions
9227,"nadie me preparo para vacaciones con musica, playa y maleta medio rota en girona god no puedo mas xd",#calas,playa,playa,viajes,True,short,bajo,False,
9228,"mini update: partido del Decathlon y cena improvisada en casa, en modo desconectar me renta demasiado",#casero #memes #fitness,deporte,deporte,cocina,True,medium,bajo,False,Decathlon
9229,,#RoadTrip #Tapas,cocina,cocina,viajes,True,short,medio,False,
9230,que fantasía vibe de hoy: ruta por tarifa buscando donde comer algo decente literalmente obsesionado,#Foodie,cocina,cocina,viajes,True,micro,medio,False,Tarifa
9231,domingo raro y despues del gym cayo tortilla porque el cuerpo lo pidio muy de hoy ☀️,#yummy #tapas,cocina,cocina,deporte,True,short,bajo,False,tortilla
9232,"vibe de hoy: baño rapido, toalla mojada y temazo de quevedo, con el movil sin bateira me renta demasiado se tenia que decir xd",,playa,playa,musica,True,medium,alto,False,Quevedo
9233,tortilla: airfryer salvando la noche y no pido mas,#cocina,deporte,cocina,,False,short,medio,True,tortilla
9234,"ramen aparecio en el plan: airfryer salvando la noche, mientras cae la tarde, sarten incluido",#Receta #Sabor,cocina,cocina,,False,medium,bajo,False,ramen
9235,vibe de hoy: toalla tirada en cualquier sitio mientras cae la tarde,#calas #atardecer,playa,playa,,False,short,bajo,False,
9236,nadie me preparo para interior limpio por primera vez en meses; luego en modo desconectar y acabamos hablando de Toyota Supra,#vibes #racing,coches,coches,,False,medium,bajo,False,Toyota Supra
9237,"despues de mil vueltas, viaje en coche por la costa, gps perdido y cafe de gasolinera, sin filtros y con prisa que lcoura 🏁",#Escapada#Hoy#Garaje,viajes,viajes,coches,True,medium,medio,False,
9238,"bro atardecer en el paseo maritimo en barcelona; habia perro, algo de prisa y cádiz saliendo en la conversacion. en modo desconectar, bastante real todo",#costa #sinfiltros,playa,playa,,False,long,bajo,False,Cádiz
9239,,,cocina,cocina,,False,outlier,alto,False,
9240,plan improvisado: pachanga despues de clase; luego con gente buena y acabamos hablando de Adidas,#running #fitness,deporte,deporte,,False,medium,bajo,False,Adidas
9241,"domingo raro y hotel que acepta mascotas y paseo eterno por amsterdam, mientras cae la tarde literalmente obsesionado xd 🐱",#Mood #PetFriendly #Trabajo #Escapada #Destino,animales,viajes,animales,True,medium,alto,True,Amsterdam
9242,,,musica,musica,videojuegos,True,short,bajo,False,
9243,modo chill domingo raro y escapada express con maleta pequeña despues de una semana eterna 🕹️,#Mood,viajes,viajes,,False,short,medio,False,
9244,actualizacion rara pero trae cosas buenas en Ceuta con pizza,#setup #memes,videojuegos,videojuegos,,False,short,bajo,False,
9245,,#partido #urbano #concierto #workout,musica,musica,deporte,True,medium,medio,False,
9246,hotel sencillo pero bien ubicado en Malaga con billete,#turismo #viajes,viajes,viajes,,False,short,bajo,False,
9247,que fantasía caminata eterna por el centro en Malaga con auriculares,#mood #escapada,viajes,viajes,,False,short,medio,False,
9248,no puedo mas GTA: setup medio ordenado para variar y muy de hoy; tambien cancion triste para un plan feliz,#Gaming #Live,videojuegos,videojuegos,musica,True,short,medio,False,GTA
9249,si esto no es felicidad entonces nada paseo laargo para despejar despues de una semana eterna,#Chill #Running,deporte,deporte,,False,short,medio,False,
9250,"vibe de hoy: ruta por Huesca buscando donde comer algo decente, con el movil sin bateria random pero necesario 😂",#wanderlust,viajes,viajes,cocina,True,medium,alto,False,
9251,"me desperte pensando en esto: vacaciones con musica, playa y maleta medio rota en Valencia ns q decir JAJA",,playa,playa,viajes,True,short,bajo,False,
9252,"domingo raro y stream de Xbox con playlist de Aitana y chat imposible, con una playlist random de fondo top ✨",#Live,videojuegos,videojuegos,musica,True,medium,bajo,False,Aitana | Xbox
9253,"atardecer cerca del mar con paseo largo y cero prisa, con ganas de repetir que locura",#petfriendly #playa,playa,playa,animales,True,medium,bajo,False,
9254,"paseo largo antes de volver a casa cerca de tarifa. mientras cae la tarde, toby de fondo y god JAJA",#Update #Perros,animales,animales,,False,medium,medio,False,Tarifa | Toby
9255,"domingo raro y tarde de costa, pelota mojada y foto imposible asi si se tenia que decir",#PetFriendly #Atardecer #Domingo #Verano #Mascotas,animales,animales,playa,True,short,bajo,False,
9256,plan improvisado: ruta pet friendly por roma con parada de cafe random pero necesario,#petfriendly #life #gatos #aventura,viajes,viajes,animales,True,micro,bajo,False,Roma
9257,,#carlife,coches,coches,,False,micro,medio,False,
9258,"me desperte pensando en esto: viaje corto y cena de paella en un sitio que nadie conocia, despues de una semana eterna god",#Yummy,viajes,viajes,cocina,True,medium,bajo,False,paella
9259,"domingo raro y comida sencilla despues del gimnasio, ns q decir JAJA",#Partido #Padel #SinFiltros,deporte,deporte,,False,short,bajo,False,
9260,"full Adidas y reloj, top 😂",#Fitness,deporte,deporte,,False,micro,bajo,False,Adidas
9261,"atardecer en el paseo maritimo en Maspalomas con sandalias. Primero parecia un plan normal, luego entre risas y cero cobertura y acabamos diciendo que god",,playa,playa,,False,long,bajo,False,Maspalomas
9262,"se tenia que decir plan improvisado: ruta pet friendly por malaga con parada de cafe. no encaja perfecto en una sola categoria, porque mezcla animales, viajes y un poco de vida real.",#Chill,animales,animales,viajes,True,long,bajo,False,
9263,"si esto no es felicidad entonces nada modo carrera en gta mientras suena bad bunny de fondo, con gente buena me renta demasiado",,videojuegos,videojuegos,musica,True,medium,bajo,False,Bad Bunny | GTA
9264,"formentera aparecio en el plan: tarde de chiringuito, sin planear demasiado, coche incluido!!!",,playa,playa,,False,medium,medio,False,Formentera
9265,"mini update: actualizacion rara pero trae cosas buenas. Entre silla, mensajes sin responder y FIFA, el plan quedo raro pero ns q decir JAJA 🌊",#top #setup #gta,videojuegos,videojuegos,,False,long,bajo,False,FIFA | GTA
9266,plan improvisado: escapada a Santa Cruz de Tenerife no se,#Setup #Chill #Escapada #Aventura,playa,playa,viajes,True,micro,alto,False,Tenerife
9267,"mini update: comida sencilla despues del gimnasio, que locura",#vibes #padel,deporte,deporte,,False,short,bajo,False,
9268,domingo raro y postre demasiado dulce; luego con el movil sin bateria y acabamos hablando de Mercadona 🍜 jajaja,#cocina #domingo,cocina,cocina,,False,medium,bajo,False,Mercadona
9269,xd Quevedo: concierto que empezo tarde pero valio la pena y no pido mas 🔥 xd,#Random#Urbano,musica,musica,,False,short,medio,False,Quevedo
9270,si esto no es felicidad entonces nada restaurante pequeno encontrado de casualidad; luego con ganas de repetir y acabamos hablando de ramen literal,#casero #friends,cocina,cocina,,False,medium,medio,False,ramen
9271,domingo raro y quevedo,#Life #Musica,musica,musica,,False,micro,medio,False,Quevedo
9272,me desperte pensando en esto: restaurante pequeño encontrado de casualidad; luego con ganas de repetir y acabamos hablando de Mercadona 🔥,#Tapas #Update,cocina,cocina,,False,medium,bajo,False,Mercadona
9273,"si esto no es felicidad entonces nada proteina, cafe y receta random antes de salir a correr, en modo desconectar asi si",#Futbol #Receta #Cocina #Planazo,deporte,deporte,cocina,True,medium,bajo,False,
9274,"despues de mil vueltas, ruta pet friendly con parada para cafe, literalmente obsesionado",#hoy #gatos,animales,animales,,False,short,bajo,False,
9275,hoy tocaba tema en bucle desde por la mañana; luego mientras cae la tarde y acabamos hablando de Bad Bunny,#Temazo,musica,musica,,False,medium,bajo,False,Bad Bunny
9276,"me desperte pensando en esto: sol flojo pero planazo, me renta no se",#Playa,playa,playa,,False,short,alto,False,
9277,escapada express con maleta pequena en malaga con pasaporte xd,#aventura #friends,viajes,viajes,,False,short,medio,False,
9278,festival en Tokio con maleta pequeña y cero sueño no pido mas,#escapada,viajes,viajes,musica,True,short,bajo,False,Tokio
9279,"nadie me preparo para running suave mientras suena Anuel, plan raro pero funciona ns q decir JAJA ✈️",#fitness #spotify #studytok,deporte,deporte,musica,True,short,medio,False,Spotify | Anuel
9280,veterinario: paseo largo antes de volver a casa y me renta demasiado,#chill #fyp,animales,animales,,False,short,bajo,False,veterinario
9281,"hoy tocaba parada tecnica en mitad del viaje, me renta demasiado; tambien series de carrera con poca fe que fantasía 🎸",,coches,coches,deporte,True,short,bajo,False,
9282,"vibe de hoy: tren perdido por mirar el movil, bro esto esta increible",#Vibes#Aventura,viajes,viajes,,False,short,bajo,False,
9283,receta vista en tiktok y cero medidas en tarifa con pan...,,cocina,cocina,,False,short,bajo,False,Tarifa
9284,"mini update: gym, playlist intensa y camisetta del barca muy de hoy ⚽",#running #urbano #partido,deporte,deporte,musica,True,short,alto,False,
9285,literalmente festival con demasiada gente; luego con gente buena y acabamos hablando de quevedo,#spotify,musica,musica,,False,medium,bajo,False,Spotify | Quevedo
9286,"altavoz pequeño haciendo milagros, asi si",#Friends,musica,musica,,False,micro,bajo,False,
9287,me renta hoy tocaba directo de noche con chat imposible; luego en plan tranquilo y acabamos hablando de GTA ✨,#Gamer,videojuegos,videojuegos,,False,medium,bajo,False,GTA
9288,"cena improvisada con lo que habia, raandom pero necesario 🚗",,cocina,cocina,,False,micro,alto,False,
9289,"stream de Xbox con playlist de Bad Bunny y chat imposible. No encaja perfecto en una sola categoria, porque mezcla videojuegos, musica y un poco de vida real. muy de hoy",#fifa #temazo #gaming #spotify,videojuegos,videojuegos,musica,True,long,bajo,False,Bad Bunny | Spotify | FIFA | Xbox
9290,audi: lavado rapido antes de salir y god,#motor #memes #ruta,coches,coches,,False,short,bajo,False,Audi
9291,,,cocina,cocina,,False,short,medio,False,
9292,protector solar en La Rioja. ns q decir JAJA modo chill,,playa,playa,,False,micro,medio,False,
9293,"mini update: running suave mientras suena quevedo, plan raro pero funciona literalmente obsesionado",#padel #gym,deporte,deporte,musica,True,short,medio,False,Quevedo
9294,"plan improvisado: viaje corto y cena de MasterChef en un sitio que nadie conocia, mientras cae la tarde asi si",#turismo #planazo,viajes,viajes,cocina,True,medium,bajo,False,MasterChef
9295,mision secundaria mas interesante que la principal en Malaga con pantalla,#Twitch #Gamer,videojuegos,videojuegos,,False,short,bajo,False,Twitch
9296,"estoy living despues de mil vueltas, baño rapido mientrs el perro vigilaba la toalla",#sol #atardecer #doglife #paseo,animales,animales,playa,True,short,bajo,False,
9297,modo chill hoy tocaba dia de pierna y luego sofa en burgos con balon; con gente buena y que locura; tambien curvas suaves con musica de fondo 🐶 jajaja,#Workout,deporte,deporte,coches,True,medium,medio,False,
9298,literal atardecer en el paseo maritimo en Sevilla con protector solar,,playa,playa,,False,short,medio,False,
9299,domingo raro y sol JAJA,#sol #vibes #verano,playa,playa,,False,short,alto,False,
9300,plan improvisado: boss facil hasta que deja de serlo; luego en plan tranquilo y acabamos hablando de minecraft,#gaming,videojuegos,videojuegos,,False,medium,medio,False,Minecraft
9301,mini update: vuelo temprano con Bad Bunny en bucle y cafe malo que locura!!!,#urbano #live,musica,musica,viajes,True,short,medio,False,Bad Bunny
9302,"ruta corta por carreteras secundarias cerca de Cantabria. con ganas de repetir, Toyota Supra de fondo y",#Garaje #CarLife,coches,coches,,False,medium,bajo,False,Toyota Supra
9303,"cádiz y sandalias, asi si",#relax #costa #domingo,playa,playa,,False,micro,bajo,False,Cádiz
9304,"despues de mil vueltas, al partido en Seat Leon, aparcando lejos como siempre, en modo desconectar no pido mas 🍣",#futbol,deporte,deporte,coches,True,medium,bajo,False,Seat Leon
9305,que fantasía domingo raro y ranked con lag juusto al final; luego con el movil sin bateria y acabamos hablando de Twitch,#Gaming,videojuegos,videojuegos,,False,medium,medio,False,Twitch
9306,altavoz pequeño haciendo milagros en madrid con cohce ⚽,,musica,musica,,False,short,medio,False,Madrid
9307,"no se como explicar esto pero paseo por calas de Ibiza despues de perder el bus del hotel, en plan tranquilo JAJA",#Wanderlust #Atardecer #Relax,playa,playa,viajes,True,medium,bajo,False,Ibiza
9308,Berlin: vuelo temprano con cafe dudoso y ns q decir JAJA 🎮...,#aventura,viajes,viajes,,False,short,medio,False,Berlin
9309,BMW: prueba de conduccion con lluvia y no pido mas!!!,#Racing,coches,coches,,False,short,bajo,False,BMW
9310,brisa salada y cero y bueno,#Playa #Calas,playa,playa,,False,micro,alto,False,
9311,"domingo raro y mercado local, cafe raro y plato de ramen que salvo el dia random pero necesario",#setup #tapas #cena,cocina,cocina,viajes,True,short,medio,False,ramen
9312,"vibe de hoy: partido del Nike y cena improvisada en casa, porque a veces sale bien sin pensarlo random pero necesario",#Receta #Tapas,cocina,cocina,deporte,True,medium,bajo,False,Nike
9313,"no se como explicar esto pero taper de arroz, entreno tarde y cero glamour ns q decir JAJA",#Tapas #Top #Cocina #Gym,cocina,cocina,deporte,True,short,bajo,False,
9314,plan improvisado: mapa abierto y cero orientacion con ganas de repetir 🍜,#viajes #wanderlust,animales,viajes,,False,short,bajo,True,
9315,vibe de hoy: chiringuito lleno pero la musica no se,#playa #hoy,playa,playa,musica,True,short,alto,False,
9316,"hoy tocaba mapa abierto y cero orientacion. Entre camara, mensajes sin responder y Amsterdam, el plan quedo raro pero ns q decir JAJA; tambien festival con demasiada gente",#Random,viajes,viajes,musica,True,long,bajo,False,Amsterdam
9317,lavado rapido antes de salir sin filtros y con prisa 🕹️,,coches,coches,,False,short,medio,False,
9318,"nadie me preparo para paseo largo antes de volver a casa en Madrid con cafe. Primero parecia un plan normal, luego mientras cae la tarde y acabamos diciendo que random pero necesario",,animales,animales,,False,long,alto,False,Madrid
9319,partido sufrido hasta el ultimo minuto,,deporte,deporte,,False,micro,medio,False,
9320,mini update: vacaciones con musica en bucle 🧳...,#vibes #costa #relax #wanderlust,playa,playa,viajes,True,micro,medio,False,
9321,"me desperte pensando en esto: jugando al fortnite escuchando taylor swift hasta que se fue el lag. no encaja perfecto en una sola categoria, porque mezcla musica, videojuegos y un poco de vida real. no pido mas",#Temazo #Gamer,musica,musica,videojuegos,True,long,bajo,False,Taylor Swift | Fortnite
9322,"mini update: zapatillas en el maletero y plan de ultima hora. no encaja perfecto en una sola categoria, porque mezcla deporte, coches y un poco de vida real. asi si 🎮",#padel,deporte,deporte,coches,True,long,alto,False,
9323,"nadie me preparo para lavado rapido antes de salir en Sevilla con llaves. Primero parecia un plan normal, luego con gente buena y acabamos diciendo que bro esto esta increible 🎮",#Vibes #Garaje #Racing,coches,coches,,False,long,bajo,False,
9324,Taylor Swift: cancion triste para un plan feliz y asi si estoy living ✈️,#pop,musica,musica,,False,short,medio,False,Taylor Swift
9325,"xd ramen aparecio en el plan: airfryer salvando la noche, despues de una semanna eterna, tomate incluido",#life,cocina,cocina,,False,medium,alto,False,ramen
9326,ryanair: vuelo temprano con cafe dudoso y god,#roadtrip #escapada,viajes,viajes,,False,short,bajo,False,Ryanair
9327,domingo raro y toalla tirada en cualquier sitio; luego con gente buena y acabamos hablando de tenerife 🎸,#random #calas #verano,playa,playa,,False,medium,bajo,False,Tenerife
9328,parada tecnica en mitad del viaje en gran canaria con llaves,#Cars #Racing #SinFiltros,coches,coches,,False,short,medio,False,
9329,"vibe de hoy: festival con demasiada gente, god que fantasía...",#Pop #StudyTok,musica,musica,,False,short,alto,False,
9330,plan improvisado: calas pequeñas sin cobertura; luego con gente buena y acabamos hablando de ibbiza,#sol,playa,playa,,False,medium,alto,False,
9331,no se como explicar esto pero baño rapido mientras el perro vigilaba la toalla que locura,#friends,animales,animales,playa,True,short,bajo,False,
9332,"interior limpio por primera vez en meses en Tarifa; habia camara, algo de prisa y Tesla saliendo en la conversacion. sin planear demasiado, bastante real todo modo chill...",#life#racing,coches,coches,,False,long,alto,False,Tarifa | Tesla
9333,Ryanair: vuelo temprano con cafe dudoso y muy de hoy 🍜,#Vibes #Travel,viajes,viajes,,False,short,medio,False,Ryanair
9334,taper para mañana si sobrevive en Malaga con cuchillo,,cocina,cocina,,False,short,bajo,False,
9335,"domingo raro y partido del adidas y cena improvisada en casa. no encaja perfecto en una sola categoria, porque mezcla deporte, cocina y un poco de vida real. muy de hoy",#Receta,deporte,deporte,cocina,True,long,bajo,False,Adidas
9336,vibe de hoy: mesa compartida despues de caminar sin filtros y con prisa no puedo mas ✨ jajaja,#SinFiltros,cocina,cocina,,False,short,alto,False,
9337,"no se como explicar esto pero festival en malaga con maleta pequeña y cero sueño, con gente buena ns q decir jaja",#Destino #Hoy #RoadTrip,musica,musica,viajes,True,medium,alto,False,
9338,si esto no es felicidad entonces nada cancion triste para un plan feliz en Ibiza con altavoz; con el movil sin bateria y top,#Random,musica,musica,,False,medium,medio,False,Ibiza
9339,cafe en Barcelona. ns q decir JAJA 🐶,#gaming,videojuegos,videojuegos,,False,micro,medio,False,
9340,nadie me preparo para ruta corta por carreteras secundarias en modo desconectar literal,#Racing #Ruta,coches,coches,,False,short,alto,False,
9341,"mini update: taper de arroz, entreno tarde y cero glamour no pido mas xd 🧳",#sabor #life,cocina,cocina,deporte,True,short,medio,False,
9342,plan improvisado: paseo por calas de lisboa despues de perder el bus del hotel me renta demasiado ☀️,#Turismo,playa,playa,viajes,True,short,medio,False,Lisboa
9343,"no se como explicar esto pero ruta larga con el bmw, maleta atras y cero ganas de llegar asi si 🚗",#Lunes #Travel #Chill #Garaje,viajes,viajes,coches,True,short,alto,False,BMW
9344,plan improvisado: cena improvisada con lo que habia en roma con tomate; en modo desconectar y god; tambien vuelo temprano con cafe dudoso 🧳,#Tapas #Domingo #Cocina,cocina,cocina,viajes,True,medium,medio,False,Roma
9345,"entreno corto pero intenso cerca de bilbao. con ganas de repetir, barça de y bueno",#gym #hoy,deporte,deporte,,False,medium,alto,False,Barça
9346,GTA y pizza,#PlayStation,videojuegos,videojuegos,,False,micro,bajo,False,PlayStation | GTA
9347,"hoy tocaba atardecer en el paseo maritimo, bro esto esta increible; tambien siesta compartida despues de comer 🍣",,playa,playa,animales,True,short,bajo,False,
9348,domingo raro y festival con demasiada gente en plan tranquilo no puedo mas jajaja,,musica,musica,,False,short,bajo,False,
9349,me desperte pensando en esto:...,#petfriendly,animales,animales,,False,long,medio,False,
9350,xd mini update: cancion triste para no se,,musica,musica,,False,long,alto,False,
9351,,#Top,coches,coches,,False,medium,bajo,False,
9352,que fantasía domingo raro y Kiwoko,#mascotas #adopta,animales,animales,,False,micro,bajo,False,Kiwoko
9353,literalmente pala nueva para el JAJA,#Entreno,deporte,deporte,,False,medium,medio,False,
9354,,,coches,coches,viajes,True,short,bajo,False,
9355,madrid: gato durmiendo encima del teclado y bro esto esta increible estoy living 💀,#Cafe #Perros,animales,animales,,False,short,alto,False,Madrid
9356,se tenia que decir plan improvisado: foto borrosa pero momento perfecto en Bilbao con mochila; sin planear demasiado y literalmente obsesionado,,animales,animales,,False,medium,bajo,False,
9357,Valorant: partida rapida que acabo en tres horas y,#Chill #FIFA #PlayStation,videojuegos,videojuegos,,False,short,bajo,False,PlayStation | Valorant | FIFA
9358,"Real Madrid aparecio en el plan: dia de perna y luego sofa, porque a veces sale bien sin pensarlo, balon incluido",,musica,deporte,,False,medium,bajo,True,Real Madrid | Madrid
9359,mapa abierto y cero orientacion en Malaga con pasaporte,#Destino,musica,viajes,,False,short,bajo,True,
9360,"me desperte pensando en esto: ruta por lugo buscando donde comer algo decente, entre riisas y cero cobertura random pero necesario 🎧",#turismo #random,viajes,viajes,cocina,True,medium,alto,False,
9361,"paris aparecio en el plan: tren perdido por mirar el movil, porque a veces sale bien sin pensarlo, maleta incluido!!!",#Vibes,viajes,viajes,,False,medium,medio,False,Paris
9362,"plan improvisado: paseo largo antes de volver a casa en tokio con premio. primero parecia un plan normal, luego sin planear demasiado y acabamos diciendo que no pido mas 🧳",#Mood #Perros,animales,animales,,False,long,medio,False,Tokio
9363,"entreno corto pero intenso, literalmente obsesionado en bucle",,deporte,deporte,,False,micro,medio,False,
9364,visita al veterinario sin drama en madrid con pelota,,animales,animales,,False,short,alto,False,veterinario | Madrid
9365,"Tokio aparecio en el plan: barrio nuevo descubierto por accidente, porque a veces sale bien sin pensarlo, coche incluido 🐶",,viajes,viajes,,False,medium,bajo,False,Tokio
9366,me desperte pensando en esto: viaje de finde para ver atardecer junto al mar en Sevilla que locura 🚗,#mar #costa,playa,playa,viajes,True,short,medio,False,
9367,"full comida sencilla despues del gimnasio cerca de Paris. despues de una semana eterna, Adidas de fondo y bro esto esta increible; tambien parada tecnica en mitad del viaje 🏋️",#Fitness #Entreno,deporte,deporte,coches,True,medium,bajo,False,Adidas | Paris
9368,"guitarra desafinada y aun asi mood, god 🔥",,musica,musica,,False,micro,alto,False,
9369,estoy living Real Madrid...,#Gym,deporte,deporte,,False,medium,medio,False,Real Madrid | Madrid
9370,"prueba de conduccion con lluvia cerca de Barcelona. entre risas y cero cobertura, Porsche de fondo y random pero necesario",,coches,coches,,False,medium,bajo,False,Porsche
9371,calas pequeñas sin cobertura,#mar,playa,playa,,False,micro,bajo,False,
9372,"calas pequeñas sin cobertura cerca de Murcia. mientras cae la tarde, Benidorm de fondo y no pido mas",,playa,playa,,False,medium,bajo,False,Benidorm
